Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales
1136,Tony Hawk's American Wasteland (Old all region sales),PS2,2005,Sports,0.8,0.63,0.01
1137,Rage,X360,2011,Shooter,0.82,0.61,0.03
1138,Mario Hoops 3 on 3,DS,2006,Sports,0.99,0.04,0.49
1139,Kirby Air Ride,GC,2003,Racing,1.01,0.11,0.45
1140,Sled Storm,PS,1998,Racing,0.9,0.61,0.0
1141,Pokemon Battle Revolution,Wii,2006,Role-Playing,0.8,0.38,0.3
1142,NFL Street 2,PS2,2004,Sports,0.79,0.62,0.0
1143,Gears of War: Judgment,X360,2013,Shooter,0.92,0.53,0.03
1144,Baseball,GB,1989,Sports,0.66,0.27,0.65
1145,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,0.0,0.0,1.61
1146,Super Mario Strikers,GC,2005,Sports,0.98,0.38,0.2
1147,Buzz! The Music Quiz,PS2,2005,Misc,0.0,1.18,0.0
1148,SpongeBob's Atlantis SquarePantis,DS,2007,Action,1.5,0.0,0.0
1149,Far Cry 4,XOne,2014,Shooter,0.79,0.68,0.01
1150,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,0.95,0.48,0.01
1151,Moshi Monsters: Moshling Zoo,DS,2011,Misc,0.4,0.99,0.0
1152,Dollar Dash,PS2,2005,Action,1.3,0.23,0.0
1153,Far Cry 2,X360,2008,Action,0.71,0.69,0.02
1154,F-1 World Grand Prix,N64,1998,Racing,0.46,0.96,0.09
1155,River Raid,2600,1981,Shooter,1.49,0.09,0.0
1156,Silent Hill,PS,1999,Action,0.71,0.48,0.3
1157,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,0.19,0.02,1.36
1158,No Man's Sky,PS4,2016,Action,0.58,0.74,0.02
1159,Sonic Heroes,GC,2003,Platform,1.05,0.44,0.06
1160,ESPN NBA 2K5,PS2,2004,Sports,1.26,0.12,0.0
1161,Diablo,PC,1996,Role-Playing,0.01,1.58,0.0
1162,The Legend of Zelda: Twilight Princess,GC,2006,Action,1.15,0.36,0.04
1163,Soul Edge,PS,1996,Fighting,0.61,0.41,0.46
1164,Devil May Cry 4,PS3,2008,Action,0.58,0.46,0.34
1165,Mario Bros.,2600,1982,Platform,1.48,0.09,0.0
1166,Pro Evolution Soccer 2008,PS3,2007,Sports,0.04,1.1,0.32
1167,SoulCalibur IV,X360,2008,Fighting,0.92,0.44,0.07
1168,LEGO Harry Potter: Years 1-4,X360,2010,Action,0.95,0.5,0.0
1169,NASCAR 2000,PS,1999,Racing,0.88,0.6,0.0
1170,Wolfenstein: The New Order,PS4,2014,Shooter,0.47,0.8,0.03
1171,Carnival Games: Mini Golf,Wii,2008,Sports,0.87,0.56,0.0
1172,Guitar Hero: On Tour Decades,DS,2008,Misc,0.85,0.58,0.0
1173,MySims Kingdom,DS,2008,Simulation,0.81,0.6,0.01
1174,Jampack Summer 2K,PS,2000,Misc,0.88,0.6,0.0
1175,Need for Speed: Most Wanted,X360,2012,Racing,0.62,0.8,0.01
1176,Guitar Hero 5,Wii,2009,Misc,0.94,0.49,0.0
1177,High School Musical 3: Senior Year,DS,2008,Misc,0.64,0.76,0.0
1178,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,0.88,0.26,0.34
1179,Hannah Montana: Music Jam,DS,2007,Action,1.06,0.37,0.0
1180,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,0.58,0.44,0.44
1181,Spyro 2: Season of Flame,GBA,2002,Platform,0.85,0.65,0.0
1182,Pro Evolution Soccer 2010,PS2,2009,Sports,0.1,0.18,0.12
1183,NCAA Football 2002,PS2,2001,Sports,0.77,0.6,0.0
1184,Conflict: Desert Storm,PS2,2002,Shooter,0.98,0.53,0.0
1185,Mario Party 7,GC,2005,Misc,0.95,0.11,0.46
1186,Pro Evolution Soccer 2013,PS3,2012,Sports,0.18,0.64,0.49
1187,Smuggler's Run,PS2,2000,Racing,0.77,0.6,0.0
1188,Fight Night Round 3,PS2,2006,Fighting,1.07,0.4,0.0
1189,Donkey Kong Classics,NES,1988,Platform,0.59,0.14,0.81
1190,Twisted Metal,PS,1995,Action,1.32,0.19,0.0
1191,Dark Souls III,PS4,2016,Role-Playing,0.58,0.44,0.33
1192,Final Fight,SNES,1990,Action,0.67,0.17,0.69
1193,Dragon Quest Monsters 2,GB,2001,Role-Playing,0.0,0.0,1.56
1194,Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,0.68,0.38,0.44
1195,LEGO Marvel Super Heroes,PS4,2013,Action,0.59,0.75,0.01
1196,Mafia II,X360,2010,Action,0.84,0.56,0.0
1197,Dishonored,PS3,2012,Action,0.72,0.54,0.04
1198,Stuntman,PS2,2002,Racing,0.76,0.59,0.0
1199,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,0.91,0.57,0.0
1200,Active Life: Outdoor Challenge,Wii,2008,Sports,0.79,0.44,0.19
1201,BioShock 2,PS3,2010,Shooter,0.85,0.47,0.02
1202,007: The World is not Enough,N64,2000,Action,1.13,0.38,0.02
1203,Spider-Man 2: Enter: Electro,PS,2001,Action,0.57,0.87,0.02
1204,Watch Dogs,XOne,2014,Action,0.9,0.53,0.0
1205,Star Wars: The Force Unleashed II,PS3,2010,Action,0.8,0.53,0.0
1206,Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,0.6,0.51,0.21
1207,Command & Conquer: Tiberian Sun,PC,1999,Strategy,1.55,0.0,0.0
1208,LEGO Battles: Ninjago,DS,2011,Strategy,1.07,0.36,0.0
1209,Mario Party 10,WiiU,2015,Misc,0.69,0.5,0.24
1210,Dead Rising 3,XOne,2013,Action,1.06,0.35,0.01
1211,Resident Evil: The Umbrella Chronicles,Wii,2007,Action,0.68,0.43,0.29
1212,Fire Emblem Fates,3DS,2015,Role-Playing,0.71,0.22,0.52
1213,Dark Cloud,PS2,2000,Role-Playing,0.83,0.44,0.08
1214,Warcraft III: The Frozen Throne,PC,2003,Strategy,0.58,0.87,0.0
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,1.4,0.02,0.02
1216,Disney Fairies: Tinker Bell,DS,2008,Adventure,0.86,0.52,0.01
1217,MVP Baseball 2005,PS2,2005,Sports,1.26,0.07,0.0
1218,Die Hard Trilogy,PS,1996,Shooter,0.85,0.58,0.0
1219,Call of Duty: Black Ops II,PC,2012,Shooter,0.63,0.69,0.0
1220,Fight Night Round 4,PS3,2009,Fighting,0.92,0.41,0.0
1221,MySims Kingdom,Wii,2008,Simulation,0.71,0.65,0.01
1222,The Simpsons Game,DS,2007,Action,0.57,0.79,0.0
1223,Mortal Kombat 3,SNES,1994,Fighting,1.19,0.29,0.0
1224,NFL GameDay 99,PS,1998,Sports,1.44,0.05,0.0
1225,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009,Shooter,0.95,0.43,0.0
1226,FIFA 17,XOne,2016,Sports,0.17,1.26,0.0
1227,Mario Golf: Toadstool Tour,GC,2003,Sports,1.09,0.15,0.25
1228,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,0.85,0.58,0.0
1229,Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,0.73,0.52,0.15
1230,Dead Space 2,X360,2011,Shooter,0.94,0.45,0.0
1231,Sonic Rivals 2,PSP,2007,Racing,0.44,0.69,0.0
1232,Knockout Kings,PS,1997,Fighting,1.07,0.39,0.0
1233,The Simpsons Skateboarding,PS2,2002,Sports,0.36,0.9,0.0
1234,NASCAR 98,PS,1996,Racing,1.43,0.05,0.0
1235,F1 Race,NES,1984,Racing,0.0,0.0,1.52
1236,Xevious,NES,1984,Shooter,0.18,0.06,1.27
1237,NASCAR 99,PS,1998,Racing,1.45,0.04,0.0
1238,NBA Live 2000,PS,1998,Sports,1.43,0.05,0.0
1239,Mafia II,PS3,2010,Action,0.5,0.72,0.04
1240,Call of Duty 3,PS3,2006,Shooter,0.6,0.63,0.03
1241,Super Monkey Ball 2,GC,2002,Puzzle,1.11,0.31,0.06
1242,Pac-Man World 2,PS2,2002,Action,1.26,0.05,0.0
1243,Madden NFL 15,XOne,2014,Sports,1.3,0.09,0.0
1244,Sonic & Sega All-Stars Racing,Wii,2010,Racing,0.65,0.71,0.0
1245,LEGO Star Wars III: The Clone Wars,X360,2011,Action,0.84,0.54,0.0
1246,Football Manager 2012,PC,2011,Sports,0.02,1.16,0.0
1247,Puzzle & Dragons,3DS,2013,Role-Playing,0.0,0.0,1.51
1248,Mega Man 2,NES,1988,Action,0.93,0.15,0.42
1249,Simpsons Wrestling,PS,2001,Fighting,0.23,1.16,0.0
1250,NBA Live 98,PS,1997,Sports,1.41,0.06,0.0
1251,The Simpsons Game,PS2,2007,Action,0.35,0.03,0.0
1252,Monopoly,PS,1997,Misc,1.18,0.27,0.0
1253,SoulCalibur II,GC,2003,Fighting,0.99,0.32,0.11
1254,Resistance 3,PS3,2011,Shooter,0.64,0.58,0.05
1255,Tokyo Xtreme Racer Zero,PS2,2000,Racing,0.66,0.52,0.15
1256,Final Fantasy XIV: A Realm Reborn,PC,2010,Role-Playing,0.86,0.48,0.0
1257,NFL Blitz,PS,1998,Sports,1.41,0.05,0.0
1258,Red Faction II,PS2,2002,Shooter,0.49,0.78,0.0
1259,Super Scribblenauts,DS,2010,Puzzle,1.08,0.31,0.0
1260,Madden NFL 2001,PS2,2000,Sports,1.19,0.07,0.05
1261,WWF No Mercy,N64,2000,Fighting,1.2,0.27,0.02
1262,Ice Climber,NES,1985,Platform,0.46,0.1,0.92
1263,Sonic CD,SCD,1993,Platform,1.0,0.36,0.09
1264,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,0.0,0.0,1.5
1265,Dead Rising 2,X360,2010,Action,0.75,0.53,0.09
1266,Rock Band 2,PS3,2008,Misc,1.13,0.2,0.0
1267,Pac-Man World,PS,1998,Action,1.21,0.14,0.1
1268,Disney Sing It: Pop Hits,Wii,2009,Misc,1.08,0.28,0.0
1269,Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,0.72,0.38,0.36
1270,Medal of Honor: Frontline,XB,2002,Shooter,1.0,0.43,0.0
1271,Madden NFL 09,PS2,2008,Sports,1.22,0.0,0.0
1272,Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,1.0,0.36,0.0
1273,Banjo-Tooie,N64,2000,Platform,0.82,0.36,0.25
1274,Buzz! The BIG Quiz,PS2,2006,Misc,0.0,1.1,0.0
1275,007: Quantum of Solace,X360,2008,Action,0.82,0.52,0.01
1276,The Sims 3,Wii,2010,Simulation,0.61,0.73,0.0
1277,New Play Control! Mario Power Tennis,Wii,2009,Sports,0.37,0.69,0.28
1278,Bratz: Forever Diamondz,DS,2006,Adventure,0.43,0.88,0.0
1279,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,0.47,0.37,0.52
1280,Nintendo World Cup,NES,1990,Sports,0.28,0.5,0.65
1281,WWF WrestleMania 2000,N64,1999,Fighting,1.2,0.25,0.02
1282,Wario Land II,GB,1997,Platform,0.7,0.35,0.39
1283,Mass Effect 2,PS3,2011,Role-Playing,0.78,0.47,0.03
1284,Major League Baseball 2K5,PS2,2005,Sports,0.72,0.56,0.0
1285,Fight Night 2004,PS2,2004,Fighting,1.08,0.2,0.0
1286,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,0.82,0.59,0.0
1287,Imagine: Master Chef,DS,2007,Simulation,0.39,0.92,0.0
1288,Assassin's Creed III: Liberation,PSV,2012,Action,0.58,0.55,0.06
1289,SoulCalibur IV,PS3,2008,Fighting,0.72,0.41,0.14
1290,Mario Golf,N64,1999,Action,0.62,0.18,0.65
1291,Disney Princess,GBA,2003,Platform,1.04,0.37,0.0
1292,Fight Night Round 3,X360,2006,Fighting,1.33,0.03,0.01
1293,Metal Gear Rising: Revengeance,PS3,2013,Action,0.45,0.4,0.44
1294,Chrono Trigger,DS,2008,Role-Playing,0.69,0.2,0.49
1295,Star Wars: The Force Unleashed II,X360,2010,Action,0.95,0.4,0.0
1296,The House of the Dead 2 & 3 Return,Wii,2008,Shooter,0.78,0.5,0.03
1297,Disney Princess: Magical Jewels,DS,2007,Adventure,1.15,0.2,0.0
1298,LittleBigPlanet PS Vita,PSV,2012,Platform,0.4,0.72,0.02
1299,Xenogears,PS,1998,Role-Playing,0.29,0.19,0.89
1300,The SpongeBob SquarePants Movie,GBA,2004,Platform,1.02,0.38,0.0
1301,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,0.93,0.4,0.02
1302,Battlefield: Bad Company,X360,2008,Shooter,0.81,0.46,0.04
1303,Midway Arcade Treasures,PS2,2003,Misc,0.72,0.56,0.0
1304,Wall-E,DS,2008,Platform,0.46,0.83,0.0
1306,Homefront,X360,2011,Shooter,0.83,0.48,0.02
1307,Super Monkey Ball,GC,2001,Puzzle,0.95,0.37,0.1
1308,Donkey Kong,2600,1981,Platform,1.36,0.08,0.0
1309,Mortal Kombat 4,PS,1998,Fighting,0.81,0.55,0.0
1310,Mario Superstar Baseball,GC,2005,Sports,0.93,0.24,0.25
1311,Mass Effect 3,PS3,2012,Role-Playing,0.63,0.59,0.03
1312,LEGO Batman 2: DC Super Heroes,Wii,2012,Action,0.94,0.4,0.0
1313,Medal of Honor: Warfighter,PS3,2012,Action,0.47,0.65,0.06
1314,WCW vs the World,PS,1998,Fighting,1.17,0.2,0.04
1315,SNK vs. Capcom: The Match of the Millennium,PSP,2006,Fighting,0.53,0.58,0.0
1316,LEGO City Undercover,3DS,2013,Platform,0.51,0.75,0.07
1317,Onimusha 3: Demon Siege,PS2,2004,Action,0.37,0.47,0.54
1318,Diablo III,X360,2013,Role-Playing,0.89,0.44,0.0
1319,Batman: Arkham Knight,XOne,2015,Action,0.86,0.46,0.0
1320,BioShock,PS3,2008,Shooter,0.75,0.49,0.01
1321,Red Dead Revolver,PS2,2004,Shooter,0.71,0.55,0.0
1322,Anno 2070,PC,2011,Strategy,0.0,1.13,0.0
1323,Resident Evil: Outbreak,PS2,2003,Action,0.54,0.35,0.46
1324,Smarty Pants,Wii,2007,Misc,0.53,0.76,0.0
1325,Tamagotchi,GB,1996,Simulation,0.0,0.0,1.44
1326,4 Nin uchi Mahjong,NES,1984,Misc,0.0,0.0,1.45
1327,Dragon Ball Z,SNES,1993,Fighting,0.0,0.0,1.45
1328,Game de Hakken!! Tamagotchi 2,GB,1997,Simulation,0.0,0.0,1.44
1329,Namco Museum 64,N64,1999,Misc,1.24,0.17,0.03
1330,Hasbro Family Game Night,Wii,2008,Puzzle,0.97,0.34,0.0
1331,Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,0.11,0.08,1.24
1332,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005,Sports,1.38,0.05,0.0
1333,My Word Coach,DS,2007,Misc,0.37,0.9,0.0
1334,Hello Kitty Party,DS,2007,Misc,0.79,0.53,0.0
1335,SingStar Pop,PS2,2007,Misc,0.04,1.08,0.0
1336,Sonic Rivals,PSP,2006,Racing,0.73,0.42,0.0
1337,SimCity (2013),PC,2013,Simulation,0.48,0.77,0.0
1338,Kirby Super Star,SNES,1996,Platform,0.26,0.07,1.09
1339,Far Cry 4,PS3,2014,Shooter,0.33,0.79,0.08
1340,WWE SmackDown vs Raw 2008,X360,2007,Fighting,0.92,0.38,0.0
1341,Kinect Joy Ride,X360,2010,Racing,0.92,0.4,0.0
1342,Rayman Raving Rabbids,Wii,2006,Misc,1.23,0.07,0.02
1343,Need for Speed Rivals,PS3,2013,Racing,0.33,0.74,0.05
1344,Tiger Woods PGA Tour 2005,PS2,2004,Sports,1.03,0.32,0.0
1345,Dead Space 2,PS3,2011,Shooter,0.73,0.5,0.0
1346,NCAA Football 2003,PS2,2002,Sports,1.16,0.08,0.0
1347,Frogger 2: Swampy's Revenge,PS,1999,Action,0.8,0.54,0.0
1348,Disney Infinity,X360,2013,Action,0.96,0.37,0.0
1349,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,0.91,0.39,0.0
1350,Sonic's Ultimate Genesis Collection,X360,2009,Misc,0.85,0.46,0.0
1351,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,0.81,0.48,0.0
1352,Disney's DuckTales,GB,1988,Platform,0.82,0.23,0.35
1353,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,0.0,0.0,1.39
1354,Triple Play 2000,PS,1999,Sports,0.79,0.54,0.0
1355,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,0.07,0.04,1.3
1356,Cabela's Big Game Hunter,PS2,2002,Sports,0.7,0.54,0.0
1357,UFC Undisputed 2010,PS3,2010,Fighting,0.8,0.41,0.02
1358,NBA Live 06 (Weekly american sales),PS2,2005,Sports,1.35,0.05,0.0
1359,The Legend of Zelda: The Minish Cap,GBA,2004,Action,0.89,0.22,0.22
1360,NFL Street,PS2,2004,Sports,1.15,0.08,0.0
1361,Sonic Generations,X360,2011,Platform,0.71,0.57,0.0
1362,Super Metroid,SNES,1994,Action,0.57,0.12,0.71
1363,Pro Yakyuu Family Stadium '87,NES,1987,Sports,0.12,0.0,1.3
1364,Dead Space,X360,2008,Action,0.89,0.4,0.0
1365,Resident Evil (Remake),GC,2002,Action,0.63,0.38,0.35
1366,Inazuma Eleven 2,DS,2009,Role-Playing,0.0,0.21,1.18
1367,Tomb Raider (2013),PS4,2014,Action,0.47,0.64,0.06
1368,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,0.58,0.51,0.0
1369,Toy Story 3: The Video Game,Wii,2010,Action,0.64,0.63,0.0
1370,Fight Night Round 4,X360,2009,Fighting,0.95,0.34,0.0
1371,LEGO Star Wars: The Video Game,GC,2005,Action,1.09,0.28,0.0
1372,Injustice: Gods Among Us,X360,2013,Fighting,0.97,0.34,0.0
1373,Madden NFL 15,PS3,2014,Sports,1.07,0.15,0.0
1374,Disney's The Lion King,GEN,1994,Platform,0.97,0.37,0.03
1375,Ridge Racer,PSP,2004,Racing,0.36,0.45,0.32
1376,Metroid: Other M,Wii,2010,Action,0.87,0.31,0.13
1377,Knockout Kings 2000,PS,1999,Fighting,1.02,0.34,0.0
1378,Gran Turismo 4 Prologue,PS2,2003,Racing,0.0,0.47,0.77
1379,Twisted Metal: Black,PS2,2001,Racing,1.19,0.17,0.0
1380,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,0.69,0.54,0.0
1381,Call of Duty: Black Ops,Wii,2010,Shooter,0.82,0.47,0.0
1382,Spider-Man: The Movie,XB,2002,Action,1.07,0.28,0.0
1383,Need For Speed: Undercover,PS2,2008,Racing,0.38,0.08,0.03
1384,2Xtreme,PS,1996,Sports,1.15,0.2,0.0
1385,Far Cry 2,PS3,2008,Action,0.43,0.7,0.01
1386,Sonic Advance 3,GBA,2004,Platform,0.74,0.52,0.08
1387,Final Fantasy III,NES,1990,Role-Playing,0.0,0.0,1.39
1388,Battlefield 4,PC,2013,Shooter,0.38,0.86,0.0
1389,Colin McRae Rally 3,PS2,2002,Racing,0.03,1.05,0.02
1390,Madden NFL 2002,PS,2001,Sports,0.78,0.53,0.0
1391,Doom (2016),PS4,2016,Shooter,0.49,0.66,0.02
1392,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,0.34,0.42,0.54
1393,Bakugan: Battle Brawlers,DS,2009,Action,1.27,0.02,0.0
1394,Deus Ex: Human Revolution,PS3,2011,Shooter,0.5,0.6,0.07
1395,NBA Jam,SNES,1994,Sports,1.19,0.16,0.0
1396,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Action,1.05,0.17,0.15
1397,Dynasty Warriors 5,PS2,2005,Action,0.24,0.18,0.91
1398,Hannah Montana: Spotlight World Tour,Wii,2007,Action,0.87,0.38,0.0
1399,WWE '13,PS3,2012,Action,0.51,0.62,0.0
1400,Deus Ex: Human Revolution,X360,2011,Shooter,0.76,0.48,0.02
1401,True Crime: Streets of LA,XB,2003,Action,0.96,0.37,0.0
1402,The Sims 2,PSP,2005,Simulation,0.49,0.56,0.0
1403,Paper Mario,N64,2000,Role-Playing,0.58,0.18,0.59
1404,Bravely Default: Flying Fairy,3DS,2012,Role-Playing,0.5,0.32,0.49
1405,Titanfall,X360,2014,Shooter,0.87,0.38,0.02
1406,Duke Nukem: Time to Kill,PS,1998,Shooter,0.77,0.54,0.0
1407,Persona 4: Golden,PSV,2012,Role-Playing,0.46,0.34,0.38
1408,Dead Rising 2,PS3,2010,Action,0.43,0.57,0.15
1409,Hasbro Family Game Night 2,Wii,2009,Misc,0.71,0.53,0.0
1410,Disney Princess: Enchanted Journey,Wii,2007,Adventure,1.24,0.04,0.0
1411,Gardening Mama,DS,2009,Puzzle,0.8,0.43,0.01
1412,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,0.67,0.53,0.0
1413,Need for Speed: The Run,X360,2011,Action,0.63,0.58,0.0
1414,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,0.6,0.01,0.0
1415,Assassin's Creed: Rogue,PS3,2014,Action,0.46,0.62,0.06
1416,Ridge Racer 7,PS3,2006,Racing,0.24,0.7,0.16
1417,A Collection of Activision Classic Games for the Atari 2600,PS,1998,Misc,0.76,0.52,0.0
1418,Forza Horizon 2,XOne,2014,Racing,0.5,0.78,0.01
1419,MotorStorm: Pacific Rift,PS3,2008,Racing,0.43,0.67,0.02
1420,Sonic Colors,DS,2010,Platform,0.74,0.5,0.01
1421,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,0.99,0.33,0.0
1422,LEGO Harry Potter: Years 1-4,PS3,2010,Action,0.55,0.6,0.0
1423,Pocket Monsters Stadium,N64,1998,Strategy,0.0,0.0,1.37
1424,NBA 2K15,PS3,2014,Sports,0.86,0.27,0.02
1425,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,0.86,0.45,0.0
1426,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,0.63,0.66,0.0
1427,Burnout Paradise,X360,2008,Racing,0.63,0.58,0.01
1428,SingStar Abba,PS2,2008,Misc,0.23,0.04,0.0
1429,Gradius,NES,1986,Shooter,0.27,0.08,1.0
1430,Dragon Quest III: Soshite Densetsu e...,SNES,1996,Role-Playing,0.0,0.0,1.36
1431,Centipede,2600,1981,Shooter,1.26,0.08,0.0
1432,Yoshi's New Island,3DS,2014,Platform,0.47,0.51,0.28
1433,Ryse: Son of Rome,XOne,2013,Action,0.82,0.42,0.0
1434,Dead to Rights,PS2,2002,Shooter,0.67,0.52,0.0
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,0.81,0.29,0.11
1437,Dance Dance Revolution (Japan),PS,1999,Simulation,0.0,0.0,1.26
1438,F1 2010,PS3,2010,Racing,0.25,0.76,0.08
1439,Madden NFL 98,PS,1997,Sports,1.29,0.03,0.0
1440,FIFA Soccer 09,PSP,2008,Sports,0.23,0.73,0.02
1441,Namco Museum DS,DS,2007,Misc,1.18,0.01,0.06
1442,FIFA Soccer 08,PSP,2007,Sports,0.2,0.76,0.0
1443,Grand Theft Auto: Chinatown Wars,DS,2009,Action,0.59,0.57,0.05
1444,Alan Wake,X360,2010,Action,0.66,0.51,0.05
1445,Battlefield: Bad Company,PS3,2008,Shooter,0.76,0.36,0.05
1446,Mortal Kombat X,XOne,2015,Fighting,1.0,0.21,0.0
1447,Samurai Warriors,PS2,2004,Action,0.22,0.05,1.06
1448,The Simpsons: Hit & Run,XB,2003,Racing,0.7,0.58,0.0
1449,Devil May Cry 4,X360,2008,Action,0.79,0.34,0.08
1450,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,0.66,0.45,0.04
1451,Monster Hunter Freedom,PSP,2005,Role-Playing,0.24,0.04,1.03
1452,Crysis 2,X360,2011,Action,0.7,0.5,0.02
1453,SaGa Frontier,PS,1997,Role-Playing,0.15,0.04,1.07
1454,SingStar Party,PS2,2004,Misc,0.0,1.04,0.0
1455,FIFA Soccer 08,X360,2007,Sports,0.31,0.89,0.01
1456,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,0.67,0.37,0.13
1457,Test Drive,PS2,2002,Racing,0.95,0.21,0.01
1458,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,0.77,0.07,0.43
1459,Lost Planet: Extreme Condition,X360,2006,Shooter,1.09,0.04,0.1
1460,Mortal Kombat 3,GEN,1994,Fighting,1.03,0.27,0.0
1461,Doom 3,XB,2005,Shooter,0.85,0.43,0.0
1462,Donkey Kong Jungle Beat,GC,2004,Platform,0.84,0.22,0.24
1463,Need for Speed Carbon,PS2,2006,Racing,1.22,0.05,0.05
1464,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,0.65,0.51,0.0
1465,Command & Conquer: Red Alert 2,PC,2000,Strategy,1.32,0.02,0.0
1466,MVP Baseball 2004,PS2,2004,Sports,1.1,0.06,0.0
1467,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,0.62,0.5,0.01
1468,Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004,Platform,1.27,0.05,0.0
1469,Your Shape: Fitness Evolved,X360,2010,Sports,0.79,0.42,0.0
1470,Rage,PS3,2011,Shooter,0.47,0.59,0.06
1471,Skylanders SWAP Force,X360,2013,Platform,0.86,0.36,0.0
1472,NBA 2K14,PS4,2013,Sports,0.89,0.31,0.01
1473,Spider-Man: The Movie,GBA,2002,Action,0.92,0.35,0.01
1474,WWF War Zone,N64,1998,Fighting,1.08,0.24,0.0
1475,Tony Hawk's Pro Skater,GB,2000,Sports,0.9,0.38,0.01
1476,The Sims: Bustin' Out,GBA,2003,Simulation,0.93,0.35,0.0
1477,Triple Play 2001,PS,2000,Sports,0.74,0.5,0.0
1478,Metroid Prime 2: Echoes,GC,2004,Shooter,0.87,0.35,0.07
1479,UFC Undisputed 2010,X360,2010,Fighting,0.9,0.31,0.0
1480,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,0.43,0.4,0.32
1481,Corvette,PS2,2004,Racing,0.65,0.51,0.0
1482,Petz Wild Animals: Dolphinz,DS,2007,Simulation,0.71,0.48,0.0
1483,Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,0.51,0.17,0.58
1484,Middle-Earth: Shadow of Mordor,XOne,2014,Action,0.72,0.5,0.01
1485,Need for Speed Underground Rivals,PSP,2005,Racing,0.69,0.38,0.02
1486,LEGO Batman: The Videogame,PS3,2008,Action,0.72,0.42,0.0
1487,Dark Souls II,PS3,2014,Role-Playing,0.4,0.36,0.4
1488,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,0.01,0.13,0.0
1489,Kingdom Hearts II,PS3,2014,Role-Playing,0.52,0.43,0.18
1490,The LEGO Movie Videogame,X360,2014,Action,0.69,0.52,0.0
1491,TOCA 2: Touring Cars,PS,1998,Racing,0.03,1.16,0.02
1492,Gyromite,NES,1985,Puzzle,0.73,0.16,0.4
1493,NFL 2K3,PS2,2002,Sports,1.06,0.08,0.0
1494,Fighting Force,PS,1997,Fighting,0.73,0.5,0.0
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,0.31,0.04,0.96
1496,MAG: Massive Action Game,PS3,2010,Shooter,0.77,0.3,0.09
1497,Madden NFL 97,PS,1996,Sports,0.73,0.5,0.0
1498,Cars 2,DS,2011,Racing,0.72,0.44,0.04
1499,Skylanders Giants,X360,2012,Action,0.75,0.45,0.0
1501,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,0.73,0.5,0.0
1502,IHRA Drag Racing 2,PS2,2002,Racing,0.64,0.5,0.0
1503,The Beatles: Rock Band,X360,2009,Misc,0.97,0.23,0.0
1504,Tekken 6,X360,2009,Fighting,0.71,0.42,0.05
